,film_id,title,release_year,rental_duration,rental_rate,length,replacement_cost,rating,special_features,language,amount,count_payment,category_count,actor_count
420,421,HOLIDAY GAMES,2006,7,4.99,78,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,82.85,15,1,6.0
421,422,HOLLOW JEOPARDY,2006,7,4.99,136,25.99,NC-17,Behind the Scenes,English             ,49.9,10,1,2.0
422,423,HOLLYWOOD ANONYMOUS,2006,7,0.99,69,29.99,PG,"Trailers,Behind the Scenes",English             ,13.87,13,1,6.0
423,424,HOLOCAUST HIGHBALL,2006,6,0.99,149,12.99,R,Deleted Scenes,English             ,25.83,17,1,5.0
424,425,HOLY TADPOLE,2006,6,0.99,88,20.99,R,Behind the Scenes,English             ,18.91,9,1,3.0
425,426,HOME PITY,2006,7,4.99,185,15.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,79.86,14,1,6.0
426,427,HOMEWARD CIDER,2006,5,0.99,103,19.99,R,Trailers,English             ,23.84,16,1,7.0
427,428,HOMICIDE PEACH,2006,6,2.99,141,21.99,PG-13,Commentaries,English             ,74.78,22,1,8.0
428,429,HONEY TIES,2006,3,0.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,68.81,19,1,5.0
429,430,HOOK CHARIOTS,2006,7,0.99,49,23.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,17.87,13,1,4.0
430,431,HOOSIERS BIRDCAGE,2006,3,2.99,176,12.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,41.92,8,1,10.0
431,432,HOPE TOOTSIE,2006,4,2.99,139,22.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,75.82,18,1,4.0
432,433,HORN WORKING,2006,4,2.99,95,23.99,PG,Trailers,English             ,112.76,24,1,8.0
433,434,HORROR REIGN,2006,3,0.99,139,25.99,R,"Deleted Scenes,Behind the Scenes",English             ,87.73,27,1,5.0
434,435,HOTEL HAPPINESS,2006,6,4.99,181,28.99,PG-13,Behind the Scenes,English             ,46.91,9,1,4.0
435,436,HOURS RAGE,2006,4,0.99,122,14.99,NC-17,"Trailers,Deleted Scenes",English             ,49.81,19,1,6.0
436,437,HOUSE DYNAMITE,2006,7,2.99,109,13.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,74.77,23,1,9.0
437,438,HUMAN GRAFFITI,2006,3,2.99,68,22.99,NC-17,"Trailers,Behind the Scenes",English             ,80.85,15,1,4.0
438,439,HUNCHBACK IMPOSSIBLE,2006,4,4.99,151,28.99,PG-13,"Trailers,Deleted Scenes",English             ,134.8,20,1,2.0
439,440,HUNGER ROOF,2006,6,0.99,105,21.99,G,"Deleted Scenes,Behind the Scenes",English             ,22.87,13,1,1.0
440,441,HUNTER ALTER,2006,5,2.99,125,21.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,24.95,5,1,4.0
441,442,HUNTING MUSKETEERS,2006,6,2.99,65,24.99,NC-17,"Trailers,Deleted Scenes",English             ,53.85,15,1,5.0
442,443,HURRICANE AFFAIR,2006,6,2.99,49,11.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,85.76,24,1,3.0
443,444,HUSTLER PARTY,2006,3,4.99,83,22.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,190.78,22,1,4.0
444,445,HYDE DOCTOR,2006,5,2.99,100,11.99,G,"Trailers,Deleted Scenes",English             ,104.73,26,1,6.0
445,446,HYSTERICAL GRAIL,2006,5,4.99,150,19.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,87.85,15,1,9.0
446,447,ICE CROSSING,2006,5,2.99,131,28.99,R,Deleted Scenes,English             ,100.76,24,1,6.0
447,448,IDAHO LOVE,2006,3,2.99,172,25.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,80.83,17,1,6.0
448,449,IDENTITY LOVER,2006,4,2.99,119,12.99,PG-13,Deleted Scenes,English             ,59.87,13,1,4.0
449,450,IDOLS SNATCHERS,2006,5,2.99,84,29.99,NC-17,Trailers,English             ,114.7,30,1,8.0
450,451,IGBY MAKER,2006,7,4.99,160,12.99,NC-17,"Trailers,Behind the Scenes",English             ,99.81,19,1,5.0
451,452,ILLUSION AMELIE,2006,4,0.99,122,15.99,R,"Commentaries,Behind the Scenes",English             ,39.85,15,1,7.0
452,453,IMAGE PRINCESS,2006,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,76.86,14,1,11.0
453,454,IMPACT ALADDIN,2006,6,0.99,180,20.99,PG-13,"Trailers,Deleted Scenes",English             ,20.91,9,1,3.0
454,455,IMPOSSIBLE PREJUDICE,2006,7,4.99,103,11.99,NC-17,Deleted Scenes,English             ,74.86,14,1,3.0
455,456,INCH JET,2006,6,4.99,167,18.99,NC-17,Deleted Scenes,English             ,95.82,18,1,5.0
456,457,INDEPENDENCE HOTEL,2006,5,0.99,157,21.99,NC-17,"Trailers,Behind the Scenes",English             ,38.81,19,1,9.0
457,458,INDIAN LOVE,2006,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,50.84,16,1,10.0
458,459,INFORMER DOUBLE,2006,4,4.99,74,23.99,NC-17,"Trailers,Commentaries",English             ,27.95,5,1,3.0
459,460,INNOCENT USUAL,2006,3,4.99,178,26.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",English             ,191.74,26,1,3.0
460,461,INSECTS STONE,2006,3,0.99,123,14.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,36.81,18,1,4.0
461,462,INSIDER ARIZONA,2006,5,2.99,78,17.99,NC-17,Commentaries,English             ,73.8,20,1,9.0
462,463,INSTINCT AIRPORT,2006,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes",English             ,72.82,18,1,11.0
463,464,INTENTIONS EMPIRE,2006,3,2.99,107,13.99,PG-13,"Trailers,Behind the Scenes",English             ,78.83,17,1,2.0
464,465,INTERVIEW LIAISONS,2006,4,4.99,59,17.99,R,"Commentaries,Behind the Scenes",English             ,128.8,20,1,5.0
465,466,INTOLERABLE INTENTIONS,2006,6,4.99,63,20.99,PG-13,"Commentaries,Behind the Scenes",English             ,49.91,9,1,6.0
466,467,INTRIGUE WORST,2006,6,0.99,181,10.99,G,Deleted Scenes,English             ,37.8,20,1,7.0
467,468,INVASION CYCLONE,2006,5,2.99,97,12.99,PG,"Trailers,Deleted Scenes",English             ,103.73,27,1,7.0
468,469,IRON MOON,2006,7,4.99,46,27.99,PG,"Commentaries,Behind the Scenes",English             ,55.89,11,1,8.0
469,470,ISHTAR ROCKETEER,2006,4,4.99,79,24.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,51.93,7,1,4.0
470,471,ISLAND EXORCIST,2006,7,2.99,84,23.99,NC-17,"Trailers,Commentaries",English             ,85.74,26,1,3.0
471,472,ITALIAN AFRICAN,2006,3,4.99,174,24.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,38.94,6,1,2.0
472,473,JACKET FRISCO,2006,5,2.99,181,16.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",English             ,77.82,18,1,10.0
473,474,JADE BUNCH,2006,6,2.99,174,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,62.82,18,1,8.0
474,475,JAPANESE RUN,2006,6,0.99,135,29.99,G,Deleted Scenes,English             ,7.94,6,1,9.0
475,476,JASON TRAP,2006,5,2.99,130,9.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,100.76,24,1,5.0
476,477,JAWBREAKER BROOKLYN,2006,5,0.99,118,15.99,PG,"Trailers,Behind the Scenes",English             ,11.9,10,1,5.0
477,478,JAWS HARRY,2006,4,2.99,112,10.99,G,Deleted Scenes,English             ,63.86,14,1,5.0
478,479,JEDI BENEATH,2006,7,0.99,128,12.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,21.81,19,1,4.0
479,480,JEEPERS WEDDING,2006,3,2.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,86.84,16,1,6.0
480,481,JEKYLL FROGMEN,2006,4,2.99,58,22.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,86.83,17,1,3.0
481,482,JEOPARDY ENCINO,2006,3,0.99,102,12.99,R,"Trailers,Commentaries",English             ,28.9,10,1,5.0
482,483,JERICHO MULAN,2006,3,2.99,171,29.99,NC-17,Commentaries,English             ,98.83,17,1,4.0
483,484,JERK PAYCHECK,2006,3,2.99,172,13.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,107.8,20,1,8.0
484,485,JERSEY SASSY,2006,6,4.99,60,16.99,PG,"Deleted Scenes,Behind the Scenes",English             ,39.94,6,1,9.0
485,486,JET NEIGHBORS,2006,7,4.99,59,14.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,109.8,20,1,6.0
486,487,JINGLE SAGEBRUSH,2006,6,4.99,124,29.99,PG-13,"Trailers,Commentaries",English             ,70.87,13,1,2.0
487,488,JOON NORTHWEST,2006,3,0.99,105,23.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,39.83,17,1,2.0
488,489,JUGGLER HARDLY,2006,4,0.99,54,14.99,PG-13,"Trailers,Commentaries",English             ,96.68,32,1,9.0
489,490,JUMANJI BLADE,2006,4,2.99,121,13.99,G,"Commentaries,Behind the Scenes",English             ,30.92,8,1,6.0
490,491,JUMPING WRATH,2006,4,0.99,74,18.99,NC-17,"Commentaries,Behind the Scenes",English             ,79.76,24,1,8.0
491,492,JUNGLE CLOSER,2006,6,0.99,134,11.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,15.91,9,1,6.0
492,493,KANE EXORCIST,2006,5,0.99,92,18.99,R,"Trailers,Commentaries",English             ,20.86,14,1,5.0
493,494,KARATE MOON,2006,4,0.99,120,21.99,PG-13,Behind the Scenes,English             ,58.77,23,1,8.0
494,495,KENTUCKIAN GIANT,2006,5,2.99,169,10.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,,0,1,4.0
495,496,KICK SAVANNAH,2006,3,0.99,179,10.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,61.8,20,1,6.0
496,497,KILL BROTHERHOOD,2006,4,0.99,54,15.99,G,"Trailers,Commentaries",English             ,,0,1,5.0
497,498,KILLER INNOCENT,2006,7,2.99,161,11.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,21.94,6,1,5.0
498,499,KING EVOLUTION,2006,3,4.99,184,24.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,66.91,9,1,6.0
499,500,KISS GLORY,2006,5,4.99,163,11.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,132.78,22,1,7.0
500,501,KISSING DOLLS,2006,3,4.99,141,9.99,R,Trailers,English             ,147.8,20,1,3.0
501,502,KNOCK WARLOCK,2006,4,2.99,71,21.99,PG-13,Trailers,English             ,116.76,24,1,6.0
502,503,KRAMER CHOCOLATE,2006,3,2.99,171,24.99,R,Trailers,English             ,47.91,9,1,8.0
503,504,KWAI HOMEWARD,2006,5,0.99,46,25.99,PG-13,"Trailers,Commentaries",English             ,50.77,23,1,5.0
504,505,LABYRINTH LEAGUE,2006,6,2.99,46,24.99,PG-13,"Commentaries,Behind the Scenes",English             ,47.85,15,1,6.0
505,506,LADY STAGE,2006,4,4.99,67,14.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,118.83,17,1,8.0
506,507,LADYBUGS ARMAGEDDON,2006,4,0.99,113,13.99,NC-17,Deleted Scenes,English             ,17.94,6,1,4.0
507,508,LAMBS CINCINATTI,2006,6,4.99,144,18.99,PG-13,"Trailers,Behind the Scenes",English             ,57.9,10,1,15.0
508,509,LANGUAGE COWBOY,2006,5,0.99,78,26.99,NC-17,"Trailers,Deleted Scenes",English             ,19.89,11,1,6.0
509,510,LAWLESS VISION,2006,6,4.99,181,29.99,G,"Deleted Scenes,Behind the Scenes",English             ,86.84,17,1,4.0
510,511,LAWRENCE LOVE,2006,7,0.99,175,23.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,15.87,13,1,2.0
511,512,LEAGUE HELLFIGHTERS,2006,5,4.99,110,25.99,PG-13,Trailers,English             ,105.83,17,1,6.0
512,513,LEATHERNECKS DWARFS,2006,6,2.99,153,21.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,27.93,7,1,7.0
513,514,LEBOWSKI SOLDIERS,2006,6,2.99,69,17.99,PG-13,"Commentaries,Deleted Scenes",English             ,72.79,21,1,3.0
514,515,LEGALLY SECRETARY,2006,7,4.99,113,14.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,46.91,9,1,6.0
515,516,LEGEND JEDI,2006,7,0.99,59,18.99,PG,"Commentaries,Deleted Scenes",English             ,13.91,9,1,4.0
516,517,LESSON CLEOPATRA,2006,3,0.99,167,28.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,23.93,7,1,12.0
517,518,LIAISONS SWEET,2006,5,4.99,140,15.99,PG,"Commentaries,Behind the Scenes",English             ,131.78,22,1,6.0
518,519,LIBERTY MAGNIFICENT,2006,3,2.99,138,27.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,75.88,12,1,7.0
519,520,LICENSE WEEKEND,2006,7,2.99,91,28.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,22.93,7,1,8.0
520,521,LIES TREATMENT,2006,7,4.99,147,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,147.73,27,1,7.0
521,522,LIFE TWISTED,2006,4,2.99,137,9.99,NC-17,"Commentaries,Deleted Scenes",English             ,44.9,10,1,8.0
522,523,LIGHTS DEER,2006,7,0.99,174,21.99,R,Commentaries,English             ,9.92,8,1,2.0
523,524,LION UNCUT,2006,6,0.99,50,13.99,PG,"Trailers,Deleted Scenes",English             ,34.82,18,1,3.0
524,525,LOATHING LEGALLY,2006,4,0.99,140,29.99,R,Deleted Scenes,English             ,63.73,27,1,5.0
525,526,LOCK REAR,2006,7,2.99,120,10.99,R,"Trailers,Commentaries",English             ,50.84,16,1,2.0
526,527,LOLA AGENT,2006,4,4.99,85,24.99,PG,"Trailers,Commentaries",English             ,159.76,24,1,6.0
527,528,LOLITA WORLD,2006,4,2.99,155,25.99,NC-17,"Trailers,Deleted Scenes",English             ,48.9,10,1,1.0
528,529,LONELY ELEPHANT,2006,3,2.99,67,12.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,77.85,15,1,12.0
529,530,LORD ARIZONA,2006,5,2.99,108,27.99,PG-13,Trailers,English             ,42.89,11,1,6.0
530,531,LOSE INCH,2006,3,0.99,137,18.99,R,"Trailers,Commentaries",English             ,81.73,27,1,4.0
531,532,LOSER HUSTLER,2006,5,4.99,80,28.99,PG,"Deleted Scenes,Behind the Scenes",English             ,88.85,15,1,5.0
532,533,LOST BIRD,2006,4,2.99,98,21.99,PG-13,Deleted Scenes,English             ,64.88,12,1,3.0
533,534,LOUISIANA HARRY,2006,5,0.99,70,18.99,PG-13,Trailers,English             ,29.83,17,1,3.0
534,535,LOVE SUICIDES,2006,6,0.99,181,21.99,R,"Trailers,Behind the Scenes",English             ,35.8,20,1,4.0
535,536,LOVELY JINGLE,2006,3,2.99,65,18.99,PG,"Trailers,Behind the Scenes",English             ,65.86,14,1,6.0
536,537,LOVER TRUMAN,2006,3,2.99,75,29.99,G,Trailers,English             ,62.9,10,1,7.0
537,538,LOVERBOY ATTACKS,2006,7,0.99,162,19.99,PG-13,"Trailers,Behind the Scenes",English             ,19.88,12,1,9.0
538,539,LUCK OPUS,2006,7,2.99,152,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,30.9,10,1,6.0
539,540,LUCKY FLYING,2006,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,43.87,13,1,10.0
540,541,LUKE MUMMY,2006,5,2.99,74,21.99,NC-17,"Trailers,Behind the Scenes",English             ,28.93,7,1,9.0
541,542,LUST LOCK,2006,3,2.99,52,28.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,74.82,15,1,7.0
542,543,MADIGAN DORADO,2006,5,4.99,116,20.99,R,"Deleted Scenes,Behind the Scenes",English             ,59.9,10,1,6.0
543,544,MADISON TRAP,2006,4,2.99,147,11.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,76.85,15,1,5.0
544,545,MADNESS ATTACKS,2006,4,0.99,178,14.99,PG-13,Trailers,English             ,73.75,25,1,7.0
545,546,MADRE GABLES,2006,7,2.99,98,27.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,52.86,14,1,4.0
546,547,MAGIC MALLRATS,2006,3,0.99,117,19.99,PG,"Trailers,Commentaries",English             ,17.93,7,1,4.0
547,548,MAGNIFICENT CHITTY,2006,3,2.99,53,27.99,R,"Commentaries,Deleted Scenes",English             ,54.92,8,1,7.0
548,549,MAGNOLIA FORRESTER,2006,4,0.99,171,28.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,34.89,11,1,7.0
549,550,MAGUIRE APACHE,2006,6,2.99,74,22.99,NC-17,"Trailers,Commentaries",English             ,33.91,9,1,4.0
550,551,MAIDEN HOME,2006,3,4.99,138,9.99,PG,Behind the Scenes,English             ,163.76,24,1,8.0
551,552,MAJESTIC FLOATS,2006,5,0.99,130,15.99,PG,Trailers,English             ,43.83,17,1,5.0
552,553,MAKER GABLES,2006,4,0.99,136,12.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,32.9,10,1,11.0
553,554,MALKOVICH PET,2006,6,2.99,159,22.99,G,Behind the Scenes,English             ,84.74,26,1,7.0
554,555,MALLRATS UNITED,2006,4,0.99,133,25.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,77.75,25,1,5.0
555,556,MALTESE HOPE,2006,6,4.99,127,26.99,PG-13,Behind the Scenes,English             ,123.78,22,1,1.0
556,557,MANCHURIAN CURTAIN,2006,5,2.99,177,27.99,PG,"Trailers,Commentaries",English             ,64.85,15,1,2.0
557,558,MANNEQUIN WORST,2006,3,2.99,71,18.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,23.95,5,1,5.0
558,559,MARRIED GO,2006,7,2.99,114,22.99,G,Behind the Scenes,English             ,98.7,30,1,3.0
559,560,MARS ROMAN,2006,6,0.99,62,21.99,NC-17,"Commentaries,Deleted Scenes",English             ,32.81,19,1,7.0
560,561,MASK PEACH,2006,6,2.99,123,26.99,NC-17,"Commentaries,Deleted Scenes",English             ,63.83,17,1,11.0
561,562,MASKED BUBBLE,2006,6,0.99,151,12.99,PG-13,"Commentaries,Behind the Scenes",English             ,25.8,20,1,3.0
562,563,MASSACRE USUAL,2006,6,4.99,165,16.99,R,Commentaries,English             ,179.7,30,1,3.0
563,564,MASSAGE IMAGE,2006,4,2.99,161,11.99,PG,"Commentaries,Behind the Scenes",English             ,59.88,12,1,9.0
564,565,MATRIX SNOWMAN,2006,6,4.99,56,9.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,45.91,9,1,3.0
565,566,MAUDE MOD,2006,6,0.99,72,20.99,R,"Trailers,Behind the Scenes",English             ,11.92,8,1,6.0
566,567,MEET CHOCOLATE,2006,3,2.99,80,26.99,G,Trailers,English             ,65.88,12,1,6.0
567,568,MEMENTO ZOOLANDER,2006,4,4.99,77,11.99,NC-17,Behind the Scenes,English             ,88.87,13,1,6.0
568,569,MENAGERIE RUSHMORE,2006,7,2.99,147,18.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,21.93,7,1,2.0
569,570,MERMAID INSECTS,2006,5,4.99,104,20.99,NC-17,"Trailers,Behind the Scenes",English             ,99.84,16,1,6.0
570,571,METAL ARMAGEDDON,2006,6,2.99,161,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,103.75,25,1,8.0
571,572,METROPOLIS COMA,2006,4,2.99,64,9.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,131.74,26,1,6.0
572,573,MICROCOSMOS PARADISE,2006,6,2.99,105,22.99,PG-13,Commentaries,English             ,46.87,13,1,6.0
573,574,MIDNIGHT WESTWARD,2006,3,0.99,86,19.99,G,"Trailers,Deleted Scenes",English             ,45.83,17,1,9.0
574,575,MIDSUMMER GROUNDHOG,2006,3,4.99,48,27.99,G,"Trailers,Deleted Scenes",English             ,156.78,22,1,2.0
575,576,MIGHTY LUCK,2006,7,2.99,122,13.99,PG,Behind the Scenes,English             ,38.88,12,1,8.0
576,577,MILE MULAN,2006,4,0.99,64,10.99,PG,"Deleted Scenes,Behind the Scenes",English             ,41.87,13,1,3.0
577,578,MILLION ACE,2006,4,4.99,142,16.99,PG-13,Deleted Scenes,English             ,130.8,20,1,5.0
578,579,MINDS TRUMAN,2006,3,4.99,149,22.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,149.8,20,1,6.0
579,580,MINE TITANS,2006,3,4.99,166,12.99,PG-13,"Trailers,Deleted Scenes",English             ,153.81,19,1,2.0
580,581,MINORITY KISS,2006,4,0.99,59,16.99,G,Trailers,English             ,27.89,12,1,1.0
581,582,MIRACLE VIRTUAL,2006,3,2.99,162,19.99,PG-13,"Trailers,Deleted Scenes",English             ,44.91,9,1,1.0
582,583,MISSION ZOOLANDER,2006,3,4.99,164,26.99,PG-13,Behind the Scenes,English             ,126.82,18,1,5.0
583,584,MIXED DOORS,2006,6,2.99,180,26.99,PG-13,Behind the Scenes,English             ,15.96,4,1,6.0
584,585,MOB DUFFEL,2006,4,0.99,105,25.99,G,Trailers,English             ,34.88,12,1,6.0
585,586,MOCKINGBIRD HOLLYWOOD,2006,4,0.99,60,27.99,PG,Behind the Scenes,English             ,59.76,24,1,3.0
586,587,MOD SECRETARY,2006,6,4.99,77,20.99,NC-17,"Commentaries,Behind the Scenes",English             ,61.89,11,1,6.0
587,588,MODEL FISH,2006,4,4.99,175,11.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,93.85,15,1,8.0
588,589,MODERN DORADO,2006,3,0.99,74,20.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,49.85,15,1,5.0
589,590,MONEY HAROLD,2006,3,2.99,135,17.99,PG,"Trailers,Commentaries",English             ,111.8,20,1,7.0
590,591,MONSOON CAUSE,2006,6,4.99,182,20.99,PG,"Commentaries,Behind the Scenes",English             ,54.91,9,1,5.0
591,592,MONSTER SPARTACUS,2006,6,2.99,107,28.99,PG,"Commentaries,Behind the Scenes",English             ,51.85,15,1,7.0
592,593,MONTEREY LABYRINTH,2006,6,0.99,158,13.99,G,"Trailers,Commentaries",English             ,21.87,13,1,6.0
593,594,MONTEZUMA COMMAND,2006,6,0.99,126,22.99,NC-17,Trailers,English             ,11.91,9,1,2.0
594,595,MOON BUNCH,2006,7,0.99,83,20.99,PG,"Deleted Scenes,Behind the Scenes",English             ,38.71,29,1,1.0
595,596,MOONSHINE CABIN,2006,4,4.99,171,25.99,PG-13,Behind the Scenes,English             ,141.79,21,1,5.0
596,597,MOONWALKER FOOL,2006,5,4.99,184,12.99,G,"Trailers,Deleted Scenes",English             ,88.87,13,1,7.0
597,598,MOSQUITO ARMAGEDDON,2006,6,0.99,57,22.99,G,Trailers,English             ,25.85,15,1,4.0
598,599,MOTHER OLEANDER,2006,3,0.99,103,20.99,R,"Trailers,Commentaries",English             ,69.86,14,1,5.0
599,600,MOTIONS DETAILS,2006,5,0.99,166,16.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,32.85,16,1,8.0
600,601,MOULIN WAKE,2006,4,0.99,79,20.99,PG-13,Trailers,English             ,51.84,16,1,3.0
601,602,MOURNING PURPLE,2006,5,0.99,146,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,42.79,21,1,7.0
602,603,MOVIE SHAKESPEARE,2006,6,4.99,53,27.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,145.74,27,1,8.0
603,604,MULAN MOON,2006,4,0.99,160,10.99,G,Behind the Scenes,English             ,36.87,13,1,5.0
604,605,MULHOLLAND BEAST,2006,7,2.99,157,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,21.93,7,1,6.0
605,606,MUMMY CREATURES,2006,3,0.99,160,15.99,NC-17,"Trailers,Behind the Scenes",English             ,58.84,16,1,13.0
606,607,MUPPET MILE,2006,5,4.99,50,18.99,PG,"Trailers,Deleted Scenes",English             ,,0,1,8.0
607,608,MURDER ANTITRUST,2006,6,2.99,166,11.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,84.77,23,1,8.0
608,609,MUSCLE BRIGHT,2006,7,2.99,185,23.99,G,Deleted Scenes,English             ,95.7,30,1,5.0
609,610,MUSIC BOONDOCK,2006,7,0.99,129,17.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,22.81,19,1,3.0
610,611,MUSKETEERS WAIT,2006,7,4.99,73,17.99,PG,"Deleted Scenes,Behind the Scenes",English             ,92.83,17,1,1.0
611,612,MUSSOLINI SPOILERS,2006,6,2.99,180,10.99,G,"Deleted Scenes,Behind the Scenes",English             ,15.95,5,1,7.0
612,613,MYSTIC TRUMAN,2006,5,0.99,92,19.99,NC-17,"Commentaries,Behind the Scenes",English             ,19.9,10,1,4.0
613,614,NAME DETECTIVE,2006,5,4.99,178,11.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,136.77,23,1,3.0
614,615,NASH CHOCOLAT,2006,6,2.99,180,21.99,PG-13,"Commentaries,Behind the Scenes",English             ,64.85,15,1,7.0
615,616,NATIONAL STORY,2006,4,2.99,92,19.99,NC-17,Trailers,English             ,82.81,19,1,7.0
616,617,NATURAL STOCK,2006,4,0.99,50,24.99,PG-13,"Commentaries,Deleted Scenes",English             ,32.87,13,1,4.0
617,618,NECKLACE OUTBREAK,2006,3,0.99,132,21.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,43.85,15,1,8.0
618,619,NEIGHBORS CHARADE,2006,3,0.99,161,20.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,72.81,19,1,7.0
619,620,NEMO CAMPUS,2006,5,2.99,131,23.99,NC-17,Trailers,English             ,59.86,14,1,5.0
620,621,NETWORK PEAK,2006,5,2.99,75,23.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,133.69,31,1,3.0
621,622,NEWSIES STORY,2006,4,0.99,159,25.99,G,"Trailers,Deleted Scenes",English             ,22.93,7,1,8.0
622,623,NEWTON LABYRINTH,2006,4,0.99,75,9.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,47.83,17,1,4.0
623,624,NIGHTMARE CHILL,2006,3,4.99,149,25.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,169.75,25,1,2.0
624,625,NONE SPIKING,2006,3,0.99,83,18.99,NC-17,"Trailers,Commentaries",English             ,84.73,27,1,6.0
625,626,NOON PAPI,2006,5,2.99,57,12.99,G,Behind the Scenes,English             ,68.83,17,1,6.0
626,627,NORTH TEQUILA,2006,4,4.99,67,9.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,65.89,11,1,5.0
627,628,NORTHWEST POLISH,2006,5,2.99,172,24.99,PG,Trailers,English             ,87.8,20,1,8.0
628,629,NOTORIOUS REUNION,2006,7,0.99,128,9.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,25.86,14,1,2.0
629,630,NOTTING SPEAKEASY,2006,7,0.99,48,19.99,PG-13,"Trailers,Commentaries",English             ,13.9,10,1,2.0
630,631,NOVOCAINE FLIGHT,2006,4,0.99,64,11.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,52.81,19,1,6.0
